0.008618935	0.010153529	-0.030830674	-0.42519453	-0.05400329	0.17301537	-0.104341306	-0.057724603	-0.053151187	-0.0018923413	-0.005842141	0.07488965	-0.023082849	0.04113658	0.050961673	-0.10990102
-0.027427418	-0.11202005	-0.160781	-0.51754427	-0.18300062	0.20672978	-0.14818387	-0.10616516	-0.104457244	0.060957577	0.006311014	0.10114661	-0.022178112	0.014796068	0.11139796	0.014729993
-0.012827754	-0.09984342	-0.11849054	-0.60660964	-0.13472135	0.18433227	-0.08165264	-0.03181613	-0.12056092	-0.010414983	-0.088427916	0.14749174	0.014906855	-0.033384908	0.09739609	0.040201243
-0.021245286	-0.057287753	-0.11988245	-0.54160196	-0.15577619	0.22717062	-0.1176092	-0.07032928	-0.109826215	0.051368564	-0.01718841	0.111425936	0.009191216	0.06572403	0.05761277	-0.07729223
-0.034666453	-0.029155526	-0.06667254	-0.5650507	-0.12685217	0.21969697	-0.07165451	-0.07951253	-0.042180162	-0.08170558	0.012323535	0.056904964	-0.07037345	0.04105984	0.10427396	-0.048449308
0.012562286	-0.0052949577	-0.12568878	-0.4832268	-0.101095	0.2280929	-0.14197256	-0.121709816	-0.0692759	0.06455755	0.029881738	0.07916969	0.0036784718	0.077670015	0.07701772	-0.032933008
0.01387978	-0.1042824	-0.117578514	-0.57868296	-0.15968664	0.2027163	-0.14301696	-0.102094606	-0.101806805	-0.031815067	0.017431889	0.04737636	0.02922125	0.030800456	0.073723085	0.003428884
0.014969506	-0.02116218	-0.11174186	-0.43281528	-0.11364655	0.17553693	-0.106285185	-0.14918888	-0.032647315	0.06904961	0.008524738	0.05213883	-0.07917085	0.038991127	0.030691702	-0.042070534
-0.011282221	-0.04056592	-0.037968993	-0.5384826	-0.07055323	0.22170293	-0.084629476	-0.029602932	-0.032112066	-0.058010973	0.0022287956	0.0466134	-0.005580089	0.017908048	0.054391667	0.008478882
-0.12052532	-0.11252535	-0.21715732	-0.5433146	-0.22988503	0.17726879	-0.17177963	-0.058389183	-0.079928055	0.14874597	-0.043196533	0.074142955	0.01218087	-0.07809894	0.15232714	0.02130948
-0.04066042	-0.10206502	-0.13108164	-0.5060535	-0.16228889	0.16336277	-0.13726118	-0.052421004	-0.09145716	0.099330336	0.007989025	0.050717477	-0.037547763	0.0364278	0.058379915	-0.038391005
-0.0136759775	-0.05473989	-0.21558386	-0.53587735	-0.22491379	0.20836452	-0.17818895	-0.16320279	-0.055433042	0.11727205	0.029078467	0.053700887	-0.051103264	0.049741928	0.08817912	-0.099262975
-0.034460172	-0.0099732885	-0.13451236	-0.41209668	-0.08330776	0.2070132	-0.13202047	-0.08187395	0.0018455202	0.10584278	0.013444654	0.058242977	0.0073825754	0.049386702	0.027418919	-0.06302721
0.07723063	0.015385938	-0.04358747	-0.42571914	-0.077369586	0.18064876	-0.073853716	-0.12653688	-0.019175041	0.018460196	0.05069305	-0.023750057	-0.104262844	0.095323846	-0.041416183	-0.115094416
